代碼,學系,國,英,數甲,數乙,物,化,生,歷,地,公
07901,英美語文學系,x2.00,x2.00,--,--,--,--,--,x1.00,x2.00,--
07902,音樂應用學系-演奏教學B組,x2.00,x1.50,--,--,--,--,--,x1.00,--,--
07904,應用日語學系,x2.00,x1.00,--,--,--,--,--,x1.00,--,--
07905,工業管理與經營資訊學系,x2.00,x1.00,--,x1.00,--,--,--,x2.00,x2.00,--
07906,資訊管理學系智慧商務組,x2.00,x1.00,--,x1.00,--,--,--,x2.00,x2.00,--
07907,企業管理學系,x2.00,x1.00,--,--,--,--,--,x1.75,--,x1.75
07908,理財與稅務規劃學系,x2.00,x1.00,--,x1.00,--,--,--,x2.00,x2.00,--
07909,財務金融學系,x2.00,x1.00,--,x1.00,--,--,--,x2.00,x2.00,--
07910,國際貿易學系,x2.00,x2.00,--,--,--,--,--,x1.75,--,--
07911,會計資訊學系,x2.00,x1.00,--,x1.00,--,--,--,x2.00,x2.00,--
07912,經濟學系,x2.00,x1.00,--,x1.00,--,--,--,x2.00,x2.00,--
07913,運動管理學系,x2.00,x2.00,--,x1.50,--,--,--,--,--,--
07914,資訊管理學系創新服務組,x2.00,x1.00,--,x1.00,--,--,--,x2.00,x2.00,--
07915,觀光事業學系,x1.00,x1.00,--,--,--,--,--,x2.00,x2.00,--
07916,航空事業學系,x2.00,x2.00,--,x1.00,--,--,--,--,x1.00,--
07917,資訊工程學系乙組,x2.00,--,--,x1.00,--,--,--,x2.00,--,x2.00
07918,統計資訊與精算學系,x2.00,x1.75,--,x2.00,--,--,--,--,--,--
07920,資訊工程學系甲組,x2.00,--,--,x1.00,--,--,--,x2.00,x2.00,--
07922,資訊管理學系電商行銷組,x2.00,x1.00,--,x1.00,--,--,--,x2.00,x2.00,--
07923,音樂應用學系-行政管理組,x2.00,x1.50,--,--,--,--,--,x1.00,--,--
07924,台灣文學系,x2.00,--,--,--,--,--,--,x1.50,x1.50,--
07928,資訊管理學系資管應用組,x2.00,x1.00,--,x1.00,--,--,--,x2.00,x2.00,--
07929,觀光數位知識學系,x2.00,x1.75,--,x2.00,--,--,--,--,--,--
07930,法律學系,x2.00,--,--,--,--,--,--,x1.50,--,x2.00
07932,運動資訊傳播學系,x2.00,x2.00,--,x1.00,--,--,--,x2.00,--,--
07935,人文與資訊學系,x2.00,x1.00,--,--,--,--,--,x2.00,--,--
09901,不動產與城鄉環境學系,x1.00,x1.50,--,x1.50,--,--,--,--,x1.00,--
09902,企業管理學系,x1.50,x2.00,--,x2.00,--,--,--,--,--,--
09903,統計學系,x1.00,x1.25,--,x1.50,--,--,--,--,--,--
09904,財政學系,x1.25,x1.50,--,x1.50,--,--,--,x1.00,x1.00,--
09905,中國文學系,x2.00,x1.50,--,--,--,--,--,x1.25,x1.00,--
09906,歷史學系,x1.25,x1.25,--,--,--,--,--,x1.50,x1.00,x1.00
09907,應用外語學系,x1.50,x2.00,--,--,--,--,--,x1.00,x1.00,--
09908,公共行政暨政策學系,x1.50,x1.50,--,x1.00,--,--,--,--,--,x1.50
09909,法律學系司法組,x1.50,x1.50,--,x1.50,--,--,--,x1.00,--,x1.00
09910,法律學系法學組,x1.50,x1.50,--,x1.50,--,--,--,x1.00,--,x1.00
09911,社會工作學系,x1.50,x1.25,--,x1.00,--,--,--,x1.00,--,x1.25
09912,社會學系,x1.00,x1.50,--,x1.00,--,--,--,--,--,--
09913,法律學系財經法組,x1.50,x1.50,--,x1.50,--,--,--,x1.00,--,x1.00
09914,經濟學系,x1.00,x1.50,--,x1.50,--,--,--,--,--,--
09915,金融與合作經營學系,x1.00,x2.00,--,x2.00,--,--,--,--,--,--
09916,會計學系,x1.00,x2.00,--,x2.00,--,--,--,--,--,--
09917,休閒運動管理學系,x1.50,x2.00,--,x2.00,--,--,--,--,--,--
09918,資訊工程學系,x1.00,x1.25,x1.50,--,x1.25,x1.00,--,--,--,--
09919,電機工程學系,x1.00,x1.00,x1.00,--,x1.00,x1.00,--,--,--,--
09920,通訊工程學系,x1.00,x1.25,x1.50,--,x1.25,x1.00,--,--,--,--
10101,西洋語文學系,x1.25,x1.50,--,--,--,--,--,x1.00,--,x1.00
10102,應用經濟學系,x1.50,x2.00,--,x2.00,--,--,--,--,--,--
10103,亞太工商管理學系企業管理組,x1.00,x1.25,--,x1.00,--,--,--,x1.00,x1.00,--
10104,電機工程學系,x1.00,x1.50,x1.50,--,x1.50,x1.00,--,--,--,--
10105,土木與環境工程學系,x1.00,x1.00,x2.00,--,x1.50,x1.50,--,--,--,--
10106,亞太工商管理學系工業管理組,x1.00,x1.25,x1.00,--,x1.00,x1.00,--,--,--,--
10107,應用數學系,x1.00,x1.00,x2.00,--,x1.50,--,--,--,--,--
10108,應用化學系,--,x1.00,x1.00,--,x1.00,x1.50,--,--,--,--
10109,運動健康與休閒學系,x1.50,x2.00,--,x2.00,--,--,--,--,--,--
10110,資訊管理學系,x1.00,x1.50,--,x1.50,--,--,--,--,--,--
10111,金融管理學系,x1.00,x1.50,--,x1.50,--,--,--,x1.00,x1.00,--
10112,法律學系,x1.25,x1.25,--,x1.00,--,--,--,x1.00,--,x1.00
10113,政治法律學系,x1.25,x1.50,--,--,--,--,--,x1.00,--,x1.00
10114,財經法律學系,x1.25,x1.25,--,x1.00,--,--,--,x1.00,--,x1.00
10115,生命科學系,x1.00,x1.25,x1.00,--,--,x1.50,x1.50,--,--,--
10116,應用物理學系,x1.00,x1.00,x1.50,--,x2.00,x1.00,--,--,--,--
10117,工藝與創意設計學系,x2.00,x1.50,--,--,--,--,--,x2.00,--,--
10118,化學工程及材料工程學系,x1.00,x1.25,x1.00,--,x1.25,x1.50,--,--,--,--
10119,資訊工程學系,x1.00,x1.00,x1.50,--,x1.00,x1.00,--,--,--,--
10120,東亞語文學系日語組,x2.00,x2.00,--,--,--,--,--,x1.00,x1.00,--
10121,東亞語文學系越語組,x2.00,x2.00,--,--,--,--,--,x1.00,x1.00,--
10122,東亞語文學系韓語組,x2.00,x2.00,--,--,--,--,--,x1.00,x1.00,--
10123,建築學系,x1.50,x2.00,x1.75,--,x1.00,x1.00,--,--,--,--
10002,輔導與諮商學系(自費),x1.50,x1.50,--,x1.50,--,--,--,x1.00,--,x1.00
10003,中國文學系,x2.00,x1.00,--,x1.00,--,--,--,x1.50,x1.00,--
10004,動物科學系,x1.00,x1.50,x1.00,--,--,x1.50,x1.50,--,--,--
10005,應用歷史學系,x1.25,x1.00,--,--,--,--,--,x1.50,x1.25,--
10006,外國語言學系英語教學組(自費),x1.50,x1.50,--,x1.00,--,--,--,x1.00,x1.00,--
10007,外國語言學系應用外語組,x1.50,x1.50,--,x1.00,--,--,--,x1.00,x1.00,--
10008,幼兒教育學系,x1.50,x1.50,--,x1.00,--,--,--,x1.00,x1.00,--
10010,特殊教育學系,x1.50,x1.50,--,x1.50,--,--,--,x1.00,x1.00,--
10011,財務金融學系,x1.50,x2.00,--,x2.00,--,--,--,--,--,--
10012,教育學系(自費),x1.50,x1.50,--,x1.50,--,--,--,x1.00,--,x1.00
10013,生物事業管理學系,x1.00,x1.50,--,x1.00,--,--,--,--,--,--
10014,企業管理學系,x2.00,x1.50,--,x2.00,--,--,--,x1.00,x1.00,--
10015,應用經濟學系,x1.00,x1.50,--,x1.50,--,--,--,--,--,--
10016,土木與水資源工程學系,x1.00,x1.50,x1.75,--,x1.50,x1.00,--,--,--,--
10017,生物機電工程學系,--,x1.50,x1.75,--,x1.50,x1.00,--,--,--,--
10018,應用化學系,x1.00,x2.00,x1.00,--,x1.50,x2.00,--,--,--,--
10019,電子物理學系,x1.00,x1.50,x1.50,--,x2.00,x1.00,--,--,--,--
10020,應用數學系,x1.00,x1.50,x2.00,--,x1.50,x1.00,--,--,--,--
10021,生化科技學系,x1.00,x1.25,x1.00,--,--,x1.25,x1.25,--,--,--
10022,水生生物科學系,x1.00,x2.00,x1.00,--,--,x2.00,x2.00,--,--,--
10023,生物資源學系,x1.00,x1.75,x1.00,--,--,x1.50,x2.00,--,--,--
10025,微生物免疫與生物藥學系,x1.00,x1.50,x1.00,--,--,x1.75,x1.75,--,--,--
10026,木質材料與設計學系,x1.00,x1.50,x1.00,--,x1.50,x1.50,--,--,--,--
10027,食品科學系,x1.00,x1.50,x1.00,--,--,x1.50,x1.50,--,--,--
10028,森林暨自然資源學系,x1.00,x2.00,x1.00,--,--,--,x2.00,--,--,--
10029,園藝學系,x1.00,x1.50,x1.00,--,--,x1.50,x1.50,--,--,--
10030,農藝學系,x1.00,x1.50,x1.00,--,--,x1.50,x1.50,--,--,--
10031,獸醫學系,x1.00,x1.25,x1.00,--,--,x1.25,x1.25,--,--,--
10032,資訊工程學系,x1.00,x1.50,x2.00,--,x1.25,x1.00,--,--,--,--
10033,生物農業科技學系,x1.00,x1.50,x1.00,--,--,x1.50,x1.50,--,--,--
10034,資訊管理學系(自然組),x1.00,x1.50,x2.00,--,--,--,--,--,--,--
10035,景觀學系(社會組),x2.00,x1.00,--,x1.50,--,--,--,x1.00,x2.00,--
10036,數位學習設計與管理學系(社會組),x1.50,x1.50,--,x1.50,--,--,--,x1.00,x1.00,--
10037,電機工程學系,x1.00,x1.50,x1.75,--,x1.50,x1.00,--,--,--,--
10038,景觀學系(自然組),x1.50,x1.00,x1.00,--,--,--,x2.00,--,--,--
10039,行銷與觀光管理學系,x2.00,x1.50,--,x1.00,--,--,--,--,--,--
10040,機械與能源工程學系,x1.00,x1.50,x1.75,--,x1.50,x1.00,--,--,--,--
10041,植物醫學系,x1.00,x1.50,x1.00,--,--,x1.50,x1.50,--,--,--
10042,資訊管理學系(社會組),x1.00,x1.50,--,x2.00,--,--,--,--,--,--
10043,數位學習設計與管理學系(自然組),x2.00,x2.00,x1.50,--,--,--,--,--,--,--
10044,外國語言學系英語教學組(公費),x1.50,x1.50,--,x1.00,--,--,--,x1.00,--,x1.00
10045,教育學系(公費),x1.50,x1.50,--,x1.50,--,--,--,x1.00,--,x1.00
10046,輔導與諮商學系(公費),x1.50,x1.50,--,x1.50,--,--,--,x1.00,--,x1.00
10801,護理學系,x1.00,x2.00,--,--,--,x1.00,x2.00,--,--,--
10802,生命科學系,x1.00,x2.00,x1.00,--,--,x2.00,x2.00,--,--,--
10803,人類發展與心理學系,x2.00,x1.50,--,x1.50,--,--,--,--,--,--
10804,傳播學系,x2.00,x1.00,--,--,--,--,--,--,--,x1.50
10805,東方語文學系中文組,x2.00,--,--,--,--,--,--,x1.00,--,x1.00
10806,社會工作學系,x1.50,x1.50,--,x1.00,--,--,--,x1.00,--,x2.00
10807,兒童發展與家庭教育學系,x2.00,x2.00,--,--,--,--,--,--,--,x1.00
10808,醫學系(公費),--,x1.00,x1.00,--,x1.00,x1.00,x1.00,--,--,--
10809,公共衛生學系,x1.50,x2.00,x1.50,--,--,x1.00,x1.00,--,--,--
10810,醫學檢驗生物技術學系,x1.00,x1.75,x1.00,--,--,x1.50,x1.50,--,--,--
10811,醫學系(自費),--,x1.00,x1.00,--,x1.00,x1.00,x1.00,--,--,--
10812,分子生物暨人類遺傳學系,x1.00,x1.75,x1.00,--,--,x2.00,x2.00,--,--,--
10813,東方語文學系日文組,x2.00,--,--,--,--,--,--,x1.00,--,x1.00
10814,英美語文學系,x1.50,x2.00,--,--,--,--,--,--,x1.00,--
10815,國際服務產業管理學士學位學程,x1.00,x2.00,--,--,--,--,--,--,--,x1.00
10816,物理治療學系,--,x2.00,x1.00,--,x1.00,--,x1.00,--,--,--
10817,醫學資訊學系,x2.00,x1.25,--,x1.75,--,--,--,--,--,--
10901,牙醫學系,--,x1.00,x1.00,--,x1.00,x1.00,x1.00,--,--,--
10902,醫務管理學系,x1.25,x1.50,--,x1.25,--,--,--,--,--,--
10903,護理學系,x1.00,x1.50,x1.00,--,--,x1.25,x1.50,--,--,--
10904,公共衛生學系,x1.00,x1.50,x1.00,--,--,x1.50,x1.50,--,--,--
10905,保健營養學系,x1.00,x2.00,x1.00,--,--,x2.00,x1.50,--,--,--
10906,醫學檢驗暨生物技術學系,x1.00,x1.50,--,--,--,x1.50,x1.50,--,--,--
10907,醫學系(自費),--,x1.00,x1.00,--,x1.00,x1.00,x1.00,--,--,--
10908,高齡健康管理學系,x1.00,x1.50,x1.00,--,--,x1.25,x1.50,--,--,--
10909,藥學系臨床藥學組,x1.00,x1.25,x1.00,--,--,x1.25,x1.25,--,--,--
10910,牙體技術學系,x1.00,x1.50,--,--,x1.00,x1.25,x1.25,--,--,--
10911,呼吸治療學系,--,x1.25,x1.00,--,x1.00,x1.25,x1.25,--,--,--
10912,口腔衛生學系,x1.00,x1.25,x1.00,--,--,x1.00,x1.25,--,--,--
10913,藥學系藥學組,x1.00,x1.25,x1.00,--,--,x1.25,x1.25,--,--,--
10914,生物醫學工程學系,--,x1.00,--,--,x1.50,x1.50,x1.50,--,--,--
10915,食品安全學系,x1.00,x1.50,x1.00,--,--,x2.00,x1.00,--,--,--
10916,醫學系(公費),--,x1.00,x1.00,--,x1.00,x1.00,x1.00,--,--,--
11206,嬰幼兒保育學系(台北校區),x2.00,x2.00,--,x1.00,--,--,--,--,--,--
11208,健康照護管理學系(台南校區),x2.00,x2.00,--,x1.75,--,--,--,--,--,--
11210,長期照護學系(台北校區),x2.00,x2.00,--,x1.00,--,--,--,--,--,--
13001,中國文學與應用學系,x2.00,x1.00,--,--,--,--,--,x2.00,x2.00,--
13002,文化資產與創意學系(文化創意組),x2.00,x1.00,--,--,--,--,--,x2.00,x2.00,--
13003,傳播學系(廣告公關組),x2.00,x1.00,--,--,--,--,--,x2.00,x2.00,--
13004,應用經濟學系(財務金融組),x2.00,--,--,--,--,--,--,x2.00,x1.75,--
13005,公共事務學系(國際與兩岸事務組),x2.00,x1.00,--,--,--,--,--,x2.00,x2.00,--
13006,資訊應用學系(網路與多媒體組),x2.00,x2.00,--,x1.75,--,--,--,--,--,--
13007,未來與樂活產業學系,x2.00,x1.00,--,--,--,--,--,x2.00,x2.00,--
13008,資訊應用學系(數位遊戲開發組),x2.00,x2.00,--,x1.75,--,--,--,--,--,--
13009,社會學暨社會工作學系,x2.00,x1.00,--,--,--,--,--,x2.00,x2.00,--
13010,公共事務學系(行政管理組),x2.00,x1.00,--,--,--,--,--,x2.00,x2.00,--
13011,歷史學系(B組),x2.00,x1.75,--,--,--,--,--,x2.00,--,--
13012,資訊應用學系(動畫與數位內容組),x2.00,--,--,--,--,--,--,x2.00,x1.75,--
13013,心理學系,x2.00,x2.00,--,x1.75,--,--,--,--,--,--
13014,管理學系(經營管理組),x2.00,x1.00,--,--,--,--,--,x2.00,x2.00,--
13015,傳播學系(數位媒體組),x2.00,x1.00,--,--,--,--,--,x2.00,x2.00,--
13016,外國語文學系,x2.00,x2.00,--,--,--,--,--,x2.00,x1.00,--
13017,管理學系(行銷與創業組),x2.00,x1.00,--,--,--,--,--,x2.00,x2.00,--
13018,健康與創意蔬食產業學系,x2.00,x1.75,--,--,--,--,--,x2.00,--,--
13019,資訊應用學系(資訊系統與智慧應用組),x2.00,x1.75,--,--,--,--,--,x2.00,--,--
13021,傳播學系(流行音樂傳播組),x2.00,x1.00,--,--,--,--,--,x2.00,x2.00,--
13022,文化資產與創意學系(文化觀光組),x2.00,x1.00,--,--,--,--,--,x2.00,x2.00,--
13023,應用經濟學系(國際商務組),x2.00,x1.75,--,--,--,--,--,x2.00,--,--
13024,管理學系(休閒事業管理組),x2.00,x1.00,--,--,--,--,--,x2.00,x2.00,--
13025,歷史學系(A組),x2.00,x1.00,--,--,--,--,--,x2.00,x2.00,--
13201,休閒遊憩管理學系,x2.00,x1.00,--,--,--,--,--,--,--,x2.00
13202,社會工作學系,x2.00,--,--,--,--,--,--,--,x1.50,x1.75
13203,幼兒教育學系,x2.00,x2.00,--,--,--,--,--,--,--,x1.25
13204,法律學士學位學程,x2.00,--,--,--,--,--,--,x1.50,--,x2.00
13205,經營管理學士學位學程,x2.00,x1.00,--,--,--,--,--,x1.50,--,--
13206,餐飲管理學系,x2.00,--,--,--,--,--,--,x2.00,--,x1.75
13207,行動科技學系,x2.00,x1.00,--,x1.00,--,--,--,--,--,--
13208,時尚美容藝術管理學系,x1.00,x1.00,--,x1.00,--,--,--,--,--,--
13209,動畫遊戲設計學系,x1.50,x1.00,--,x1.00,--,--,--,--,--,--
13210,表演藝術學士學位學程,x2.00,--,--,--,--,--,--,x1.75,--,x2.00
13401,外國語文學系(語文專業組),x2.00,x2.00,--,--,--,--,--,x1.50,--,--
13402,資訊傳播學系(新媒體傳播內容組),x1.00,--,--,--,--,--,--,x2.00,x2.00,--
13403,食品營養與保健生技學系(食品營養組),x2.00,x1.50,--,--,--,--,x2.00,--,--,--
13404,休閒與遊憩管理學系(餐旅事業管理組),x2.00,x1.00,--,--,--,--,--,--,x2.00,--
13405,物理治療學系,x1.00,x1.00,x1.00,--,--,--,x1.00,--,--,--
13406,會計與資訊學系(會計稅務組),x2.00,x1.00,--,x1.00,--,--,--,--,--,--
13407,財務金融學系(投資理財組),x1.00,x1.00,--,x1.00,--,--,--,--,x2.00,--
13408,財經法律學系(財經法律組),x2.00,--,--,--,--,--,--,x2.00,x1.00,x2.00
13409,視覺傳達設計學系,x2.00,--,--,--,--,--,--,x1.50,x1.50,--
13410,行動商務與多媒體應用學系(多媒體應用組),x2.00,--,--,x1.00,--,--,--,x2.00,x2.00,--
13411,數位媒體設計學系(數位動畫設計組),x1.00,--,--,--,--,--,--,x2.00,x2.00,--
13412,資訊工程學系(人工智慧組),x2.00,--,--,x1.00,--,--,--,x2.00,x2.00,--
13413,健康產業管理學系(健康產業管理組),x2.00,x1.00,--,x1.00,--,--,--,x2.00,x2.00,--
13414,心理學系(諮商與臨床心理組),x1.00,x2.00,--,--,--,--,--,--,x1.00,x2.00
13415,資訊工程學系(智慧電子組),x2.00,--,--,x1.00,--,--,--,x2.00,x2.00,--
13416,資訊傳播學系(智慧傳播應用組),x1.00,--,--,--,--,--,--,x2.00,x2.00,--
13417,生物資訊與醫學工程學系(生醫資訊組),x2.00,--,--,x1.00,--,--,--,--,--,x2.00
13418,醫學檢驗暨生物技術學系(醫事檢驗組),x1.00,x2.00,--,--,--,x1.50,x2.00,--,--,--
13419,幼兒教育學系,x2.00,x1.00,--,--,--,--,--,x1.00,--,x2.00
13420,經營管理學系(企業創新管理組),x2.00,--,--,--,--,--,--,x1.00,x2.00,x2.00
13421,創意商品設計學系,x1.50,--,--,--,--,--,--,x1.00,x2.00,--
13422,時尚設計學系(時尚服裝設計組),x1.50,--,--,--,--,--,--,x2.00,x2.00,--
13423,資訊工程學系(數位內容與遊戲設計組),x2.00,--,--,x1.00,--,--,--,x2.00,x2.00,--
13424,健康產業管理學系(醫療機構管理組),x2.00,x1.00,--,x1.00,--,--,--,x2.00,x2.00,--
13425,食品營養與保健生技學系(保健化妝品組),x2.00,x1.50,--,--,--,--,--,--,--,x2.00
13426,行動商務與多媒體應用學系(行動商務組),x2.00,--,--,x1.00,--,--,--,x2.00,x2.00,--
13427,生物資訊與醫學工程學系(醫學工程組),x2.00,--,--,x1.00,--,--,--,--,--,x2.00
13428,心理學系(工商與社會心理組),x1.00,x2.00,--,--,--,--,--,--,x1.00,x2.00
13429,會計與資訊學系(智慧稽核組),x2.00,x1.00,--,x1.00,--,--,--,--,--,--
13430,財經法律學系(科技法律組),x2.00,--,--,--,--,--,--,x2.00,x1.00,x2.00
13431,財務金融學系(金融科技組),x1.00,x1.00,--,x1.00,--,--,--,--,x2.00,--
13432,護理學系(高齡長期照護組),x1.50,x1.00,--,x1.00,--,--,--,--,--,--
13433,經營管理學系(行銷管理組),x2.00,--,--,--,--,--,--,x2.00,x1.00,x2.00
13434,休閒與遊憩管理學系(旅遊事業管理組),x2.00,x1.00,--,--,--,--,--,--,x2.00,--
13435,數位媒體設計學系(數位遊戲設計組),x1.00,--,--,--,--,--,--,x2.00,x2.00,--
13438,社會工作學系(醫務社工與長期照顧雙專業組),x1.00,x1.00,--,--,--,--,--,--,x2.00,x1.00
13439,時尚設計學系(服飾創意設計組),x2.00,--,--,--,--,--,--,x2.00,x1.50,--
13440,社會工作學系(社工心理雙專業組),x1.00,x1.00,--,x1.00,--,--,--,x2.00,--,--
13442,醫學檢驗暨生物技術學系(生物技術組),x1.00,x2.00,--,--,--,--,x2.00,--,--,--
13444,外國語文學系(語文應用組),x2.00,x2.00,--,--,--,--,--,x1.00,--,--
13445,室內設計學系(商業空間組),x1.00,--,--,x2.00,--,--,--,--,x1.50,--
13446,室內設計學系(住宅空間組),x1.00,--,--,x2.00,--,--,--,--,x1.50,--
13447,室內設計學系(智慧空間組),--,--,--,x2.00,--,--,--,x1.00,x1.00,--
13448,心理學系(心理師研修組),x1.00,x2.00,x1.00,--,--,--,--,--,--,--
13450,護理學系(國際護理組),x1.00,x1.50,x1.00,--,--,--,x1.00,--,--,--
13451,視光學系,x1.00,x1.00,--,--,--,--,x2.00,--,--,--
13452,經營管理學系(國際企業管理組),x2.00,--,--,--,--,--,--,x2.00,x1.00,x2.00
13453,護理學系(臨床照護組),x1.00,x1.00,--,--,--,--,x1.50,--,--,--
13454,聽力暨語言治療學系,x1.00,x2.00,--,--,--,--,x2.00,--,--,--
13455,職能治療學系,x1.00,x2.00,--,--,--,--,x1.00,--,--,--
15201,醫學系,--,x1.00,x1.00,--,x1.00,x1.00,x1.00,--,--,--
15202,護理學系,x1.50,x1.50,x1.00,--,--,x1.00,x1.50,--,--,--
15203,聽力暨語言治療學系聽力組,x1.00,x1.50,x1.00,--,x1.50,--,x1.00,--,--,--
15204,聽力暨語言治療學系語言組,x1.25,x1.25,x1.00,--,x1.00,--,x1.50,--,--,--
15101,電子工程學系(甲組),x1.50,x1.00,x2.00,--,x1.50,--,--,--,--,--
15102,電機工程學系,--,x1.00,x1.25,--,x1.25,--,--,--,--,--
15103,機械工程學系,x1.50,--,x2.00,--,x2.00,--,--,--,--,--
15104,材料科學工程學系,x1.00,x1.00,x1.00,--,x1.00,x1.00,--,--,--,--
15105,土木與防災工程學系,x2.00,x1.00,x2.00,--,x2.00,--,--,--,--,--
15106,建築學系,x2.00,x2.00,x1.75,--,--,--,--,--,--,--
15107,環境與安全衛生工程學系,x1.50,x1.00,x1.00,--,--,x2.00,--,--,--,--
15108,財務金融學系,x1.00,x1.50,--,x1.50,--,--,--,--,x1.00,--
15109,資訊管理學系,x2.00,x1.75,--,x2.00,--,--,--,--,--,--
15110,光電工程學系,x1.50,--,x1.00,--,x2.00,x1.50,--,--,--,--
15111,經營管理學系,x1.00,x2.00,--,x2.00,--,--,--,--,--,--
15112,工業設計學系(社會組),x2.00,x2.00,--,x1.50,--,--,--,--,--,--
15113,化學工程學系,x1.00,x1.00,x2.00,--,x1.00,x2.00,--,--,--,--
15114,能源工程學系,x1.00,x1.00,x2.00,--,x2.00,x2.00,--,--,--,--
15115,資訊工程學系(A組),x1.75,x2.00,x2.00,--,--,--,--,--,--,--
15116,臺灣語文與傳播學系,x2.00,x2.00,--,--,--,--,--,x2.00,x1.00,--
15117,華語文學系,x2.00,x2.00,--,--,--,--,--,x1.50,--,--
15118,文化創意與數位行銷學系,x2.00,x1.00,--,--,--,--,--,x2.00,x1.00,x2.00
15120,電子工程學系(乙組),x1.50,x1.00,x2.00,--,--,x1.50,--,--,--,--
15121,文化觀光產業學系,x2.00,x2.00,--,--,--,--,--,x1.00,x1.00,--
15122,資訊工程學系(B組),x1.75,x2.00,--,x2.00,--,--,--,--,--,--
15123,工業設計學系(自然組),x2.00,x2.00,x1.50,--,--,--,--,--,--,--
15001,外國語文學系,x1.50,x2.00,--,--,--,--,--,x1.00,x1.00,--
15002,應用經濟與管理學系,x1.00,x1.00,--,x1.00,--,--,--,x1.00,--,--
15003,土木工程學系,x2.00,--,x1.00,--,x1.00,x1.00,--,--,--,--
15004,機械與機電工程學系,x1.00,x1.00,x1.00,--,x1.00,x1.00,--,--,--,--
15005,化學工程與材料工程學系,x1.00,x1.00,x1.50,--,x1.50,x1.50,--,--,--,--
15006,環境工程學系,x1.50,x1.50,x1.50,--,--,x1.00,--,--,--,--
15007,電機工程學系,x1.00,x1.00,x1.00,--,x1.00,--,--,--,--,--
15008,電子工程學系,x1.00,x1.50,x1.00,--,x1.50,--,--,--,--,--
15009,生物機電工程學系,x2.00,x1.00,x1.50,--,x2.00,--,--,--,--,--
15010,食品科學系,x1.00,x1.00,--,--,--,x2.00,x2.00,--,--,--
15011,生物技術與動物科學系,x1.00,x1.00,--,--,--,x1.00,x2.00,--,--,--
15012,森林暨自然資源學系,x1.00,x1.50,--,--,--,x1.50,x1.50,--,--,--
15013,園藝學系,x1.00,x1.00,--,--,--,x1.00,x2.00,--,--,--
15014,資訊工程學系,x1.00,x2.00,x1.00,--,x1.00,--,--,--,--,--
15016,休閒產業與健康促進學系,x1.00,x1.50,--,x1.00,--,--,--,x1.00,x2.00,--
15301,應用英語學系,x2.00,x2.00,--,--,--,--,--,x1.00,--,--
15302,運動與休閒學系,x2.00,--,--,--,--,--,--,x2.00,x1.00,--
15303,企業管理學系,x2.00,x1.00,--,x1.75,--,--,--,--,--,--
15304,電子工程學系,x2.00,x1.00,--,--,x1.00,x1.00,--,--,--,--
15305,食品科學系,x2.00,--,--,--,--,x1.00,x2.00,--,--,--
15306,土木與工程管理學系,x2.00,x1.00,x1.00,--,x1.00,--,--,--,--,--
15307,觀光管理學系,x2.00,x1.25,--,--,--,--,--,x1.00,x1.00,--
15308,資訊工程學系,x2.00,x1.00,x1.00,--,--,--,--,--,--,--
15309,建築學系,x2.00,x1.50,x1.00,--,--,--,--,--,--,--
15310,國際暨大陸事務學系,x2.00,--,--,--,--,--,--,x2.00,x1.00,--
15311,華語文學系,x2.00,x1.00,--,--,--,--,--,x1.00,--,--
15312,海洋與邊境管理學系,x2.00,x1.00,--,--,--,--,--,x2.00,--,--
15313,工業工程與管理學系,x2.00,x1.00,--,x1.00,--,--,--,--,--,--
15322,都市計畫與景觀學系,x2.00,--,--,x1.00,--,--,--,--,x1.50,--
15323,社會工作學系,x2.00,x1.50,--,x1.00,--,--,--,--,--,--
15324,長期照護學系,x2.00,x1.00,--,--,--,--,--,x2.00,--,--
15325,護理學系,x2.00,x1.00,x1.00,--,--,--,x1.50,--,--,--
