Code,name,num,s_Chinese,s_English,s_Math,s_Society,s_Science,m_Chinese,m_English,m_Math,m_Society,m_Science
006222,財務管理學系,17,前,前,前,--,--,4,3,3,--,--
006232,風險管理與保險學系,13,前,前,前,--,--,3,3,3,--,--
006242,傳播學院大一大二不分系(社會組),46,前,前,--,--,--,3,3,--,--,--
006252,傳播學院大一大二不分系(自然組),10,--,前,前,--,--,--,3,3,--,--
006262,傳播學院大一大二不分系(青年儲蓄帳戶組),2,均,均,--,--,--,--,--,--,--,--
006272,英國語文學系,23,前,頂,--,--,--,3,2.5,5,4,--
006282,阿拉伯語文學系,17,前,頂,均,--,--,4,3,--,5,--
006292,斯拉夫語文學系,16,前,前,--,前,--,4,3,--,5,--
006302,日本語文學系,11,前,頂,--,前,--,5,3.5,--,4,--
006312,韓國語文學系,10,前,頂,--,前,--,5,3.5,--,5,--
006322,土耳其語文學系,11,前,前,--,--,--,4,3,--,--,--
006332,歐洲語文學系法文組,8,前,前,--,前,--,3,3,--,4,--
006342,歐洲語文學系德文組,8,前,前,--,前,--,3,3,--,4,--
006352,歐洲語文學系西班牙文組,7,前,前,--,前,--,3,3,--,4,--
006362,法律學系,74,均,前,均,前,--,5,3.5,--,3.5,--
006372,應用數學系,18,--,均,前,--,--,--,--,3,--,--
006382,心理學系,13,均,均,均,--,均,6,5,3,--,--
006392,資訊科學系,19,--,均,前,--,均,--,--,2.5,--,--
006412,資訊科學系(青年儲蓄帳戶組),1,--,均,均,--,--,--,--,--,--,--
006422,創新國際學院學士班,10,均,前,--,前,--,--,3,--,--,--
006432,政星招生甲組,24,均,均,--,均,--,3,3,--,3,--
006442,政星招生乙組,22,均,均,均,--,--,3,3,3,--,--
007012,醫學系,79,前,前,前,--,前,7,3,6,--,3
007022,運動醫學系,28,--,均,--,--,均,--,8,--,--,3
007032,呼吸治療學系,24,--,均,--,--,均,--,3,--,--,3
007042,牙醫學系,51,均,前,前,--,前,6,6,6,--,2.5
007052,口腔衛生學系,24,均,後,後,--,均,--,5,--,--,3
007062,藥學系,77,前,前,前,--,前,--,4,--,--,3
007072,香粧品學系,42,均,均,--,--,均,5,4,--,--,3
007082,護理學系,33,--,均,--,--,均,--,3,--,--,8
007092,醫學檢驗生物技術學系,25,--,--,--,--,均,--,3,--,--,3
007102,醫學影像暨放射科學系,23,--,均,均,--,後,--,3,4,--,6
007112,公共衛生學系,24,--,均,均,--,--,--,5,3,--,--
007122,職能治療學系,22,均,均,--,--,均,6,3,--,--,--
007132,物理治療學系,22,--,均,均,--,均,--,5,6,--,3
007142,醫務管理暨醫療資訊學系,29,--,後,後,--,--,--,3,6,--,--
007152,醫藥暨應用化學系醫藥化學組,24,--,--,--,--,均,--,5,--,--,3
007162,醫藥暨應用化學系應用化學組,24,--,--,--,--,均,--,5,--,--,3
007172,生物醫學暨環境生物學系,23,後,均,後,--,均,--,8,--,--,3
007182,生物科技學系,22,--,--,--,--,均,--,7,--,--,3
007192,心理學系,28,--,均,均,--,後,--,3,3,--,--
007202,醫學社會學與社會工作學系,37,均,均,底,--,--,10,3,--,--,--
007212,生命科學院學士班,6,--,--,--,--,均,--,8,--,--,3
007222,醫學系(公費生),8,前,前,前,--,前,7,3,6,--,3
007232,醫學系(薪火A1組),2,均,前,前,--,前,--,5,4,--,3
007242,牙醫學系(薪火A2組),1,均,前,前,--,前,--,12,9,--,6
007252,藥學系(薪火A3組),2,均,前,前,--,前,--,5,4,--,3
007262,薪火招生B組,9,均,--,--,--,均,3,--,--,--,2
007272,薪火招生C組,18,--,--,--,--,均,3,--,--,--,2
007282,薪火招生D組,4,--,均,--,--,--,3,2,--,--,--
008012,應用數學系,74,--,--,後,--,後,--,--,3,--,--
008022,物理學系物理組,35,--,--,均,--,後,--,--,3,--,5
008032,物理學系光電與材料科學組,36,--,--,均,--,後,--,--,3,--,5
008042,化學系化學組,37,--,--,均,--,均,--,4,4,--,3
008052,化學系材料化學組,36,--,--,均,--,均,--,4,4,--,3
008062,心理學系,70,後,均,均,--,後,--,4,3,--,5
008072,生物科技學系,68,--,後,後,--,均,--,4,5,--,3
008082,化學工程學系綠能製程組,38,--,後,後,--,後,--,--,--,--,--
008092,化學工程學系生化工程組,38,--,後,後,--,後,--,--,--,--,--
008102,化學工程學系材料工程組,38,--,後,後,--,後,--,--,--,--,--
008112,土木工程學系,112,--,--,後,--,--,3,--,3,--,--
008122,機械工程學系,120,--,--,--,--,後,--,--,4,--,4
008132,生物醫學工程學系,75,--,後,後,--,後,--,--,3,--,3
008142,環境工程學系,36,--,後,--,--,--,--,--,--,--,--
008152,電機資訊學院學士班,31,--,均,--,--,--,--,3,--,--,--
008162,工業與系統工程學系工程組,73,後,--,--,--,--,3,--,3,--,--
008172,工業與系統工程學系管理組,32,後,--,--,--,--,3,3,--,--,--
008182,電子工程學系,97,--,後,--,--,--,--,--,3,--,--
008192,資訊工程學系,79,--,後,--,--,--,--,--,--,--,--
008202,電機工程學系,84,--,均,--,--,--,--,3,3,--,--
008212,企業管理學系服務業管理組,24,均,--,--,--,--,3,--,--,--,--
008222,企業管理學系高科技業管理組,24,均,--,--,--,--,3,--,--,--,--
008232,企業管理學系工商管理組,41,均,--,--,--,--,3,--,--,--,--
008242,國際經營與貿易學系,47,--,均,--,--,--,5,3,6,--,--
008252,會計學系,90,均,--,--,--,--,--,--,--,--,--
008262,資訊管理學系,51,--,--,後,--,--,3,--,--,--,--
008272,財務金融學系,71,均,--,--,--,--,--,--,--,--,--
008282,中原大學與美國天普大學商學管理雙學士學位學程,10,--,均,--,--,--,--,5,--,--,--
008292,財經法律學系,75,均,均,--,--,--,--,--,--,3,--
008302,建築學系,35,--,均,--,--,--,--,--,--,--,--
008312,室內設計學系,31,均,均,--,--,--,4,--,--,--,--
008322,商業設計學系商業設計組,30,--,後,--,--,--,--,--,--,--,--
008332,商業設計學系產品設計組,16,--,--,--,--,後,--,--,--,--,--
008342,景觀學系,37,均,後,--,--,--,3,--,--,--,--
008352,特殊教育學系,36,均,後,後,--,--,3,5,5,--,--
008362,應用外國語文學系,60,--,均,--,--,--,4,3,--,--,--
008372,應用華語文學系,81,均,後,--,--,--,3,4,--,--,--
009012,中國文學系,55,--,--,底,--,--,5,3,--,--,--
009022,外國語文學系,57,後,均,--,--,--,--,3,--,--,--
009032,歷史學系,29,--,--,--,均,--,--,--,--,3,--
009042,日本語言文化學系,59,--,均,--,--,--,3,5,--,--,--
009052,哲學系,33,均,--,--,--,--,--,--,--,--,--
009062,應用物理學系,37,--,後,--,--,--,--,--,--,--,--
009072,化學系化學組,21,--,後,後,--,後,--,--,--,--,--
009082,化學系化學生物組,23,--,後,後,--,後,--,--,--,--,--
009092,生命科學系生物醫學組,29,--,--,--,--,均,--,5,--,--,3
009102,生命科學系生態暨生物多樣性組,29,--,--,--,--,均,--,--,--,--,3
009112,應用數學系,28,--,--,均,--,--,--,--,5,--,--
009122,化學工程與材料工程學系(製程及能源工程組),23,--,後,後,--,--,--,3,3,--,--
009132,化學工程與材料工程學系(材料工程組),12,--,--,後,--,後,--,--,4,--,4
009142,化學工程與材料工程學系(生化工程組),12,--,--,後,--,後,--,--,4,--,4
009152,工業工程與經營資訊學系(智慧設計與生產組),25,--,後,均,--,--,--,--,3,--,--
009162,工業工程與經營資訊學系(智慧經營與管理組),32,--,均,後,--,--,--,3,--,--,--
009172,環境科學與工程學系,56,--,--,--,--,後,--,4,5,--,3
009182,資訊工程學系(資電工程組),26,--,--,後,--,--,--,--,--,--,--
009202,資訊工程學系(軟體工程組),24,--,--,後,--,--,--,--,--,--,--
009222,資訊工程學系(人工智慧組),28,--,--,後,--,--,--,--,--,--,--
009242,電機工程學系,47,--,--,後,--,--,3,3,--,--,3
009252,企業管理學系(行銷與數位經營組),32,--,均,--,--,--,3,3,4,--,--
009262,企業管理學系(服務創新與經營組),31,--,均,--,--,--,3,3,4,3,--
009272,企業管理學系(創業與組織領導組),31,--,均,--,--,--,3,3,4,--,--
009282,國際經營與貿易學系,56,--,均,--,--,--,4,3,4,--,--
009292,會計學系,69,後,--,後,--,--,3,3,4,--,--
009302,財務金融學系,69,--,均,後,--,--,--,3,4,--,--
009312,財務金融學系(青年儲蓄帳戶組),1,--,均,後,--,--,--,--,--,--,--
009322,統計學系(巨量資料管理組),25,--,--,均,--,--,--,--,5,--,--
009332,統計學系(決策管理組),40,--,--,均,--,--,--,--,5,--,--
009342,資訊管理學系(物聯網與大數據應用組),17,--,均,--,--,--,--,6,3,--,--
009352,資訊管理學系(數位行銷與電子商務應用組),13,--,--,均,--,--,--,3.5,6,--,--
009362,經濟學系一般經濟組,48,--,--,後,--,--,--,3,3,--,--
009372,經濟學系產業經濟組,24,--,--,後,--,--,--,3,3,--,--
009382,政治學系政治理論組,26,--,--,--,均,--,--,3,--,4,--
009392,政治學系國際關係組,25,--,均,--,--,--,--,3,--,4,--
009402,行政管理暨政策學系,38,--,--,--,均,--,--,--,--,--,--
009412,社會學系,56,--,--,--,均,--,3,3,--,3,--
009422,社會學系(青年儲蓄帳戶組),1,--,--,--,均,--,--,--,--,--,--
009432,社會工作學系,63,--,--,--,後,--,--,--,--,--,--
009442,畜產與生物科技學系,67,--,--,--,--,均,--,--,--,--,--
009452,畜產與生物科技學系(青年儲蓄帳戶組),1,--,--,--,--,均,--,--,--,--,--
009462,食品科學系,62,--,--,--,--,均,--,3,3,--,3
009472,餐旅管理學系,34,--,--,後,--,--,3,3,--,--,--
009482,高齡健康與運動科學學士學位學程,16,後,--,--,--,--,3,3,--,--,--
009492,建築學系,23,--,--,均,--,--,--,--,--,--,--
009502,工業設計學系,24,--,均,--,--,--,--,3,3,--,--
009512,景觀學系,41,後,--,--,--,--,3,3,--,--,--
009522,法律學系,30,均,均,後,--,--,3,4,--,--,--
009532,國際學院國際經營管理學位學程,32,--,均,--,--,--,--,3,--,--,--
009542,永續科學與工程學士學位學程,17,--,均,--,--,--,--,3,--,--,--
011012,中國文學系甲組(一般組),11,頂,頂,前,前,--,3,8,--,8,--
011022,中國文學系乙組(華語文教學組),6,頂,頂,前,前,--,3,8,--,8,--
011032,外國語文學系,25,頂,頂,均,前,--,5,3,--,5,--
011042,人文社會學院學士班,47,前,前,均,前,--,--,--,--,--,--
011052,教育與學習科技學系,23,前,前,--,前,--,3,4,--,5,--
011062,幼兒教育學系,25,前,前,--,前,--,3,3,--,3,--
011072,教育心理與諮商學系,13,均,前,均,--,--,--,3.5,--,--,--
011082,特殊教育學系,20,前,前,--,前,--,2.5,2.5,--,2.5,--
011092,英語教學系,21,前,頂,均,均,--,5,3,5,--,--
011102,英語教學系(公費生),1,前,頂,均,均,--,--,6,--,--,--
011112,竹師教育學院學士班甲組(雙專長組),14,均,前,前,--,--,--,3,5,--,--
011122,竹師教育學院學士班乙組(永續發展教育組),16,均,前,前,--,--,5,4,3,--,--
011132,經濟學系,47,前,前,前,--,--,3,3,3,--,--
011142,科技管理學院學士班,23,前,前,前,--,--,3,3,3,--,--
011152,計量財務金融學系,25,前,前,前,--,--,5,5,3,--,--
011162,數學系甲組(數學組),17,--,均,頂,--,均,--,5,3,--,5
011172,數學系乙組(應用數學組),20,--,均,頂,--,均,--,5,3,--,5
011182,物理學系物理組(甲組一般組),23,均,前,前,--,--,--,--,3,--,5
011192,物理學系物理組(乙組天文物理組),5,均,前,前,--,--,--,--,4,--,10
011202,物理學系光電物理組,9,均,前,前,--,--,--,--,4,--,10
011212,化學系,18,--,前,前,--,前,--,5,4,--,3
011222,理學院學士班,22,--,前,前,--,前,--,10,3,--,3
011232,生醫工程與環境科學系,28,--,前,前,--,前,--,3,3,--,3
011242,工程與系統科學系甲組(低碳綠能組),43,前,前,前,--,前,--,--,--,--,--
011252,工程與系統科學系乙組(智慧奈米系統組),35,前,前,前,--,前,--,--,--,--,--
011262,原子科學院學士班,14,均,前,前,--,前,3.5,3.5,3.5,--,3.5
011272,化學工程學系,33,前,前,前,--,頂,--,5,--,--,3
011282,動力機械工程學系甲組,3,前,前,前,--,前,--,12,12,--,12
011292,動力機械工程學系乙組,68,均,前,前,--,前,--,7,7,--,7
011302,材料科學工程學系,58,--,頂,前,--,頂,--,3,5,--,5
011312,工業工程與工程管理學系,41,均,前,頂,--,前,5,3,3,--,5
011322,工學院學士班,28,前,前,前,--,前,--,--,--,--,--
011332,電機工程學系甲組,5,--,頂,頂,--,頂,--,12,10,--,12
011342,電機工程學系乙組,50,--,均,頂,--,頂,--,3,3,--,3
011352,資訊工程學系甲組(電子資訊組),5,均,前,前,--,前,10,10,10,--,10
011362,資訊工程學系乙組(資訊工程組),66,--,前,前,--,前,--,3,3,--,10
011372,資訊工程學系丙組(人工智慧組),5,--,前,前,--,前,--,10,10,--,10
011392,電機資訊學院學士班,16,--,前,前,--,前,--,10,10,--,3
011402,生命科學系,29,--,前,前,--,前,--,5,3,--,--
011412,醫學科學系,20,前,前,前,--,頂,--,5,10,--,3
011422,生命科學院學士班,22,前,前,前,--,頂,--,--,--,--,--
011432,清華學院學士班甲組(不分系招生-音樂),6,前,前,前,--,--,5,3,4,--,--
011442,清華學院學士班乙組(不分系招生-美術),6,前,前,前,--,--,5,4,4,--,--
011452,清華學院學士班丙組(不分系招生-創新設計),6,均,前,均,--,均,--,5,--,--,--
011462,清華學院學士班丁組(不分系招生-創新領導),6,前,前,前,--,--,--,--,--,--,--
011472,清華學院學士班戊組(青年儲蓄帳戶組),2,前,前,前,--,前,--,--,--,--,--
011482,旭日招生甲組(人文、教育),9,均,均,--,均,--,--,--,--,--,--
011492,旭日招生乙組(科管),4,均,均,均,--,--,--,--,--,--,--
011502,旭日招生丙組(原科、生科、理學),9,--,均,前,--,均,--,--,--,--,--
011512,旭日招生丁組(工學院),7,--,均,前,--,前,--,--,--,--,--
011522,旭日招生戊組(電資院),6,--,前,前,--,前,--,--,--,--,--
011532,藝術學院學士班,16,均,均,均,--,--,6,5,3,--,--
011542,運動科學系,11,均,均,均,--,--,6,4,4,--,--
012012,牙醫學系,33,前,前,前,--,前,--,5,--,--,5
012022,醫學系,82,前,頂,頂,--,頂,8,5,5,--,3
012032,中醫學系甲組,43,前,頂,頂,--,頂,6,5,5,--,3
012042,中醫學系乙組,43,前,頂,頂,--,頂,6,5,5,--,3
012052,藥學系,171,--,均,均,--,均,--,--,3,--,5
012062,護理學系,57,後,後,--,--,後,--,3,--,--,8
012072,醫學檢驗生物技術學系,28,後,--,--,--,後,3,--,--,--,8
012082,營養學系,54,--,後,--,--,後,--,8,--,--,3
012092,物理治療學系,30,--,後,--,--,後,--,3,--,--,8
012102,生物科技學系,38,--,後,--,--,後,--,3,--,--,8
012112,運動醫學系,25,--,後,--,--,後,--,10,--,--,3
012122,中國藥學暨中藥資源學系,24,--,後,--,--,後,--,3,--,--,8
012132,藥用化妝品學系,28,--,後,--,--,後,--,8,--,--,3
012142,生物醫學影像暨放射科學學系,38,--,後,後,--,--,--,8,3,--,--
012152,公共衛生學院大一不分系,110,--,後,--,--,後,--,3,--,--,8
013012,電機工程學系(甲組),8,均,前,頂,--,頂,--,6,6,--,6
013022,電機工程學系(乙組),117,均,均,前,--,前,--,3,3,--,3
013032,光電工程學系,19,--,前,前,--,前,--,3,5,--,5
013042,資訊工程學系(甲組),5,均,前,頂,--,前,--,20,10,--,20
013052,資訊工程學系(乙組),98,均,前,頂,--,前,--,5,3,--,5
013072,奈米科學及工程學士學位學程,16,--,前,頂,--,頂,--,10,3,--,10
013082,材料科學與工程學系,26,--,均,--,--,均,--,3,--,--,3
013092,機械工程學系,55,前,均,前,--,前,--,8,8,--,8
013102,土木工程學系,39,均,均,均,--,均,--,3,5,--,3
013112,理學院科學學士學位學程(乙組),3,均,前,前,--,前,--,5,5,--,5
013122,理學院科學學士學位學程(丙組),4,均,前,前,--,前,--,5,5,--,5
013132,電子物理學系光電與奈米科學組,13,前,前,頂,--,頂,--,--,3.5,--,3.5
013142,電子物理學系電子物理組,13,前,前,頂,--,頂,--,--,3.5,--,3.5
013152,應用化學系,21,均,前,前,--,前,--,3,3,--,3
013162,應用數學系,27,--,均,前,--,均,--,8,3,--,8
013172,生物科技學系,46,--,--,--,--,前,--,10,7,--,3
013182,資訊管理與財務金融學系資訊管理組,12,均,前,前,--,前,--,8,4,--,12
013192,資訊管理與財務金融學系財務金融組,12,前,前,前,--,--,16,4,4,--,--
013202,管理科學系,20,前,前,前,--,--,--,3,3,--,--
013212,運輸與物流管理學系,27,均,前,前,--,均,3,3,3,--,3
013222,工業工程與管理學系,26,均,前,前,--,前,3,3,3,--,3
013232,外國語文學系,27,前,頂,--,均,--,3,5,--,--,--
013242,傳播與科技學系,18,前,前,--,前,--,3,3,--,3,--
013252,人文社會學系,19,均,前,--,均,--,3,3,--,3,--
013262,旋坤揚帆招生甲組(電機資訊),25,均,均,前,--,前,--,--,3,--,3
013272,旋坤揚帆招生乙組(工程),13,--,均,前,--,前,--,3.5,3.5,--,--
013282,旋坤揚帆招生丙組(理學生科),13,--,均,均,--,均,--,3.5,3.5,--,3.5
013292,旋坤揚帆招生丁組(管理),9,均,均,均,--,--,5.5,5.5,5.5,--,--
013302,旋坤揚帆招生戊組(人文社會),6,均,前,--,均,--,4,4,--,4,--
014012,中國文學學系,66,均,--,--,--,--,3,--,--,5,--
014022,歷史學系,65,--,--,--,後,--,5,--,--,3,--
014032,資訊與圖書館學系,68,--,後,--,--,--,3,--,--,--,--
014042,大眾傳播學系,27,後,後,--,--,--,3,3,--,--,--
014052,資訊傳播學系,58,後,後,--,--,--,3,3,3,--,--
014062,教育科技學系,64,後,後,--,--,--,3,--,--,3,--
014072,英文學系,58,--,均,--,--,--,3,6,--,--,--
014082,法國語文學系,52,--,均,--,--,--,4,3,--,--,--
014092,德國語文學系,27,均,均,--,--,--,5,3,--,6,--
014102,西班牙語文學系,69,--,均,--,--,--,3,3,--,--,--
014112,日本語文學系,99,均,--,--,--,--,6,3,--,9,--
014122,俄國語文學系,34,--,均,--,--,--,3,3,--,--,--
014132,商管學院全球財務管理全英語學士學位學程,36,--,均,--,--,--,3,3,3,--,--
014142,財務金融學系,60,--,--,後,--,--,3,3,3,--,--
014152,產業經濟學系,55,--,--,後,--,--,3,3,3,--,--
014162,國際企業學系經貿管理組,30,--,--,後,--,--,3,3,3,--,--
014172,國際企業學系國際商學全英語組,49,--,均,--,--,--,4,3,5,--,--
014182,風險管理與保險學系,55,--,--,後,--,--,3,3,3,--,--
014192,經濟學系,80,--,--,後,--,--,3,3,3,--,--
014202,會計學系,98,--,--,後,--,--,3,3,3,--,--
014212,企業管理學系,60,--,--,後,--,--,3,3,3,--,--
014222,統計學系,104,--,--,後,--,--,3,3,3,--,--
014232,資訊管理學系,90,--,--,後,--,--,3,3,3,--,--
014242,運輸管理學系,69,--,--,後,--,--,3,3,3,--,--
014252,公共行政學系,55,--,--,--,後,--,3,3,--,3,--
014262,管理科學學系(事業經營組),30,--,--,後,--,--,3,3,3,--,--
014272,管理科學學系(行銷與流通管理組),30,--,--,後,--,--,3,3,3,--,--
014282,外交與國際關係學系全英語學士班,31,--,均,--,--,--,5,3,--,4,--
014292,理學院尖端材料科學學士學位學程,19,--,後,後,--,後,--,--,5,--,3
014302,數學學系數學組,30,--,--,後,--,--,--,--,3,--,--
014312,數學學系資料科學與數理統計組,30,--,--,後,--,--,--,--,3,--,--
014322,化學學系化學與生物化學組,20,--,後,後,--,後,--,--,--,--,3
014332,化學學系材料化學組,25,--,後,後,--,後,--,--,--,--,3
014342,物理學系光電物理組,27,--,後,均,--,後,--,3,5,--,4
014352,物理學系應用物理組,27,--,後,均,--,後,--,3,5,--,4
014362,建築學系,35,後,後,後,--,--,3,3,3,--,--
014372,土木工程學系,72,--,--,--,--,後,--,--,3,--,3
014382,資訊工程學系,103,--,--,均,--,--,--,--,3,--,--
014392,機械與機電工程學系光機電整合組,34,--,--,後,--,--,3,3,3,--,3
014402,機械與機電工程學系精密機械組,34,--,--,後,--,--,3,3,3,--,3
014412,電機工程學系電機資訊組,38,--,--,均,--,--,--,4,4,--,4
014422,電機工程學系電機通訊組,39,--,--,均,--,--,--,4,4,--,4
014432,電機工程學系電機與系統組,40,--,--,均,--,--,--,4,4,--,4
014442,化學工程與材料工程學系,65,--,後,後,--,後,--,--,--,--,--
014452,航空太空工程學系,69,--,--,後,--,--,--,6,3,--,6
014462,水資源及環境工程學系水資源工程組,42,--,--,--,--,後,3,--,3,--,3
014472,水資源及環境工程學系環境工程組,42,--,--,--,--,後,3,--,3,--,3
014482,資訊創新與科技學系軟體工程全英語組(蘭陽校園),38,--,--,底,--,--,--,3,--,--,--
014492,資訊創新與科技學系應用資訊全英語組(蘭陽校園),38,--,--,底,--,--,--,3,--,--,--
014502,國際觀光管理學系全英語學士班(海外實習組蘭陽校園),35,--,均,--,--,--,--,3,--,--,--
014512,國際觀光管理學系全英語學士班(產業實習組蘭陽校園),43,--,均,--,--,--,--,3,--,--,--
014522,英美語言文化學系全英語學士班(蘭陽校園),38,--,均,--,--,--,--,3,--,--,--
014532,全球政治經濟學系全英語學士班(蘭陽校園),41,--,均,--,--,--,--,3,--,--,--
014562,財務金融學系(青年儲蓄帳戶組),1,--,--,後,--,--,--,--,--,--,--
014572,機械與機電工程學系光機電整合組(青年儲蓄帳戶組),1,--,--,後,--,--,--,--,--,--,--
014582,機械與機電工程學系精密機械組(青年儲蓄帳戶組),1,--,--,後,--,--,--,--,--,--,--
015012,機械與電腦輔助工程學系,60,--,--,--,--,後,--,--,--,--,--
015022,纖維與複合材料學系,80,--,--,--,--,後,--,--,--,--,--
015032,工業工程與系統管理學系,65,--,--,後,--,--,--,--,--,--,--
015042,化學工程學系,64,--,--,--,--,後,--,--,--,--,--
015052,航太與系統工程學系,78,--,--,--,--,後,--,--,--,--,--
015062,精密系統設計學士學位學程,27,--,--,後,--,--,--,--,--,--,--
015072,應用數學系,77,--,--,後,--,--,--,--,3,--,--
015082,材料科學與工程學系,70,--,後,--,--,後,--,--,--,--,5
015092,環境工程與科學學系,70,--,--,--,--,後,--,--,--,--,5
015102,光電科學與工程學系,85,--,--,後,--,--,--,--,3,--,3
015112,會計學系,65,--,--,--,均,--,4,3,--,5,--
015122,國際經營與貿易學系,89,--,均,後,--,--,--,--,--,--,--
015132,國際經營與貿易學系國際企業管理全英語學士班,32,--,均,--,均,--,--,--,--,--,--
015142,財稅學系,59,--,--,--,後,--,--,--,--,--,--
015152,合作經濟暨社會事業經營學系,12,--,--,--,後,--,--,4,--,--,--
015162,統計學系商業大數據組,35,--,--,後,--,--,--,--,3,--,--
015172,統計學系大數據分析與市場決策組,35,--,--,後,--,--,--,--,3,--,--
015182,經濟學系,68,--,--,後,--,--,--,3,5,--,--
015192,企業管理學系,70,後,後,--,--,--,4,3,--,5,--
015202,行銷學系,82,--,--,--,均,--,--,--,--,--,--
015212,中國文學系,33,均,--,--,--,--,3,--,--,--,--
015222,外國語文學系,57,--,均,--,--,--,--,3,--,--,--
015232,資訊工程學系,101,--,--,後,--,--,--,--,--,--,--
015252,電子工程學系,84,--,--,後,--,--,--,--,--,--,--
015262,電機工程學系,81,--,--,後,--,--,--,--,--,--,--
015272,自動控制工程學系,82,--,--,後,--,--,--,--,--,--,--
015282,資訊電機學院學士班,87,--,--,後,--,--,--,--,--,--,--
015292,通訊工程學系,83,--,--,後,--,--,--,--,--,--,--
015302,土木工程學系,61,--,--,後,--,--,--,--,3,--,3
015312,水利工程與資源保育學系,68,--,--,後,--,--,--,--,--,--,--
015322,都市計畫與空間資訊學系,72,後,--,--,後,--,4,--,--,4,--
015332,運輸與物流學系,74,後,後,後,--,--,--,5,4,--,--
015342,土地管理學系,72,後,後,--,後,--,--,--,--,--,--
015352,財務金融學系,105,--,均,後,--,--,--,--,--,--,--
015362,風險管理與保險學系,73,--,後,--,--,--,--,--,--,--,--
015372,財務工程與精算學士學位學程,34,--,--,均,--,--,--,--,--,--,--
015382,建築專業學院學士班,78,均,後,--,--,--,3,3,--,--,--
015392,澳洲墨爾本皇家理工大學商學與創新雙學士學位學程,20,--,前,--,--,--,--,3,--,--,--
015402,美國普渡大學電機資訊雙學士學位學程,11,--,前,均,--,--,--,--,3,--,--
015412,美國加州聖荷西州立大學商學大數據分析雙學士學位學程,21,--,均,--,--,--,--,3,--,--,--
015422,美國加州聖荷西州立大學工程雙學士學位學程,17,--,均,均,--,--,--,--,3,--,--
015432,美國加州舊金山州立大學資訊工程雙學士學位學程,19,--,均,均,--,--,--,--,3,--,--
016012,中國文學系,19,前,均,後,均,--,3,5,--,--,--
016022,英美語文學系,13,均,前,--,均,--,8,3.5,--,--,--
016032,法國語文學系,14,前,前,--,前,--,6,3,--,10,--
016042,文學院學士班,8,前,前,--,均,--,6,3,--,10,--
016052,數學系數學科學組,17,均,均,前,--,均,--,--,3,--,--
016062,數學系計算與資料科學組,17,均,均,前,--,均,--,--,3,--,--
016072,物理學系,22,均,均,均,--,均,--,--,6,--,3
016082,化學學系,16,均,均,均,--,均,3,3,3,--,3
016092,光電科學與工程學系,15,均,均,均,--,均,10,10,3,--,5
016102,土木工程學系,41,均,均,均,--,均,--,--,--,--,--
016112,機械工程學系光機電工程組,24,均,均,前,--,前,--,3,3,--,3
016122,機械工程學系先進材料與精密製造組,24,均,均,前,--,前,--,3,3,--,3
016132,機械工程學系設計與分析組,24,均,均,前,--,前,--,3,3,--,3
016142,化學工程與材料工程學系,24,--,--,頂,--,頂,--,--,3,--,3
016152,工學院學士班,14,--,均,均,--,前,--,--,--,--,--
016162,企業管理學系,47,前,前,前,--,--,10,10,10,--,--
016172,資訊管理學系,39,--,--,均,均,--,--,3,8,--,4
016192,經濟學系,23,均,均,前,--,--,10,10,3,--,--
016202,財務金融學系,29,前,前,前,均,--,10,10,10,8,--
016212,電機工程學系,62,均,前,前,--,前,--,3,6,--,6
016222,資訊工程學系,55,前,前,前,--,前,--,10,3,--,5
016242,通訊工程學系,20,均,均,前,--,均,--,3,3,--,4
016252,資訊電機學院學士班,7,均,前,前,--,前,12,6,6,--,6
016262,大氣科學學系,14,均,均,前,--,前,--,--,6,--,6
016272,太空科學與工程學系,14,均,均,前,--,前,--,--,6,--,6
016282,地球科學學系,34,--,前,前,--,前,--,6,6,--,3
016292,地球科學學院學士班,9,均,前,前,--,前,--,--,--,--,--
016302,客家語文暨社會科學學系,30,前,均,--,前,--,3,3,--,3,--
016312,生命科學系,11,--,均,均,--,前,--,--,8,--,4
016322,生醫科學與工程學系,18,--,前,均,--,前,--,3,--,--,3
016332,向日葵聯合招生甲組(電資),3,均,均,均,--,均,--,--,--,--,--
016342,向日葵聯合招生乙組(商管),5,均,均,均,均,--,--,--,--,--,--
016352,向日葵聯合招生丙組(理學),12,均,均,均,--,均,--,--,--,--,--
016362,向日葵聯合招生丁組(工程),9,均,均,均,--,均,--,--,--,--,--
016372,向日葵聯合招生戊組(人社),8,均,均,--,均,--,--,--,--,--,--
017012,哲學系,24,後,--,--,--,--,3,6,--,6,--
017022,中國文學系中國文學組,51,後,--,--,--,--,3,5,--,--,--
017032,中國文學系文藝創作組,28,後,--,--,--,--,3,5,--,--,--
017042,史學系,29,底,底,--,底,--,3,3,--,3,--
017052,日本語文學系,50,後,--,--,--,--,3,--,--,--,--
017062,韓國語文學系,53,--,後,--,--,--,3,3,--,--,--
017072,俄國語文學系,25,後,後,--,--,--,3,3,--,--,--
017082,英國語文學系,50,--,後,--,--,--,--,3,--,--,--
017092,法國語文學系,25,--,後,--,--,--,--,3,--,--,--
017102,應用數學系,66,--,--,底,--,--,3,3,4,--,--
017112,光電物理學系,32,--,--,底,--,--,--,--,3,--,--
017122,化學系,34,--,--,--,--,後,--,--,--,--,3
017132,地理學系,31,後,--,--,--,--,6,--,--,3,--
