University,DEPARTMENT,CAR1,CAR2,CAR3
國立高雄大學,西洋語文學系,業務助理,國外業務人員,國貿人員
國立高雄大學,東亞語文學系,業務助理,國外業務人員,飯店工作人員
國立高雄大學,創意設計與建築學系,平面設計／美編人員,美術設計,門市／店員／專櫃人員
國立高雄大學,應用經濟系,行政人員,門市／店員／專櫃人員,國內業務人員
國立高雄大學,亞太工商管理學系,行政人員,國內業務人員,國外業務人員
國立高雄大學,金融管理學系,記帳／出納／一般會計,國內業務人員,業務助理
國立高雄大學,法律學系,法務人員,行政人員,法務助理
國立高雄大學,財經法律學系,法務人員,行政助理,行政人員
國立高雄大學,政治法律學系,行政人員,法務人員,行政助理
國立高雄大學,生命科學系,生物科技研發人員,門市／店員／專櫃人員,研究助理
國立高雄大學,應用化學系,實驗化驗人員,品管／檢驗人員,材料研發人員
國立高雄大學,應用物理學系,半導體設備工程師,生產技術／製程工程師,數理補習班老師
國立高雄大學,應用數學系,數理補習班老師,軟體設計工程師,安親班老師
國立高雄大學,資訊管理學系,軟體設計工程師,行銷企劃人員,Internet程式設計師
國立高雄大學,電機工程學系,助理工程師,生產設備工程師,軟體設計工程師
國立高雄大學,資訊工程學系,軟體設計工程師,Internet程式設計師,研究助理
國立高雄大學,土木與環境工程學系,環境工程人員 / 工程師,工務人員／助理,補習班導師／管理人員
國立高雄大學,化工與材料工程學系,生產技術／製程工程師,化工化學工程師,材料研發人員
國立高雄大學,運動競技學系,運動教練,店長／賣場管理人員,國小學校教師
國立高雄大學,運動健康休閒學系,門市／店員／專櫃人員,餐飲服務生,飯店工作人員
國立高雄餐旅大學,應用英語學系,飯店工作人員,餐飲服務生,語文補習班老師
國立高雄餐旅大學,應用日語學系,飯店工作人員,門市／店員／專櫃人員,業務助理
國立高雄餐旅大學,旅館管理學系,飯店工作人員,餐飲服務生,門市／店員／專櫃人員
國立高雄餐旅大學,餐飲管理學系,餐飲服務生,門市／店員／專櫃人員,飯店或餐廳主管
國立高雄餐旅大學,中餐廚藝系,中餐廚師,餐廚助手,餐飲服務生
國立高雄餐旅大學,西餐廚藝系,西餐廚師,餐廚助手,餐飲服務生
國立高雄餐旅大學,烘焙管理學系,西點／蛋糕師,麵包師,門市／店員／專櫃人員
國立高雄餐旅大學,國際廚藝學位學程,西點／蛋糕師,餐飲服務生,餐廚助手
國立高雄餐旅大學,餐旅暨會展行銷管理系,飯店工作人員,餐飲服務生,門市／店員／專櫃人員
國立高雄餐旅大學,休閒遊憩規劃與管理學系,飯店工作人員,門市／店員／專櫃人員,餐飲服務生
國立高雄餐旅大學,旅運管理系,OP／旅行社人員,飯店工作人員,門市／店員／專櫃人員
國立高雄餐旅大學,國際觀光學系,飯店工作人員,餐飲服務生,OP／旅行社人員
國立高雄餐旅大學,航空管理系,門市／店員／專櫃人員,飯店工作人員,餐飲服務生
私立義守大學,電影與電視學系,門市／店員／專櫃人員,影片製作技術人員,餐飲服務生
私立義守大學,應用英語學系,門市／店員／專櫃人員,行政人員,語文補習班老師
私立義守大學,應用日語學系,門市／店員／專櫃人員,行政人員,飯店工作人員
私立義守大學,數位媒體設計學系,平面設計／美編人員,門市／店員／專櫃人員,美術設計
私立義守大學,創意商品設計學系,平面設計／美編人員,門市／店員／專櫃人員,餐飲服務生
私立義守大學,公共政策與管理學系,行政人員,門市／店員／專櫃人員,行政助理
私立義守大學,大眾傳播學系,門市／店員／專櫃人員,行政人員,平面設計／美編人員
私立義守大學,會計與資訊科技學系,記帳／出納／一般會計,查帳／審計人員,門市／店員／專櫃人員
私立義守大學,企業管理學系,門市／店員／專櫃人員,行政人員,國內業務人員
私立義守大學,國際企業經營系,國外業務人員,國貿人員,業務助理
私立義守大學,國際商務學系,門市／店員／專櫃人員,國內業務人員,行政人員
私立義守大學,財務金融學系,記帳／出納／一般會計,門市／店員／專櫃人員,行政人員
私立義守大學,國際財務金融學系,國內業務人員,行政人員,國貿人員
私立義守大學,醫務管理學系,醫院行政管理人員,行政人員,門市／店員／專櫃人員
私立義守大學,工業管理學系,門市／店員／專櫃人員,行政人員,工業工程師／生產線規劃
私立義守大學,生物科技學系,門市／店員／專櫃人員,研究助理,生物科技研發人員
私立義守大學,財務與計算數學系,補習班導師／管理人員,門市／店員／專櫃人員,品管／檢驗人員
私立義守大學,資訊管理學系,門市／店員／專櫃人員,行政人員,軟體設計工程師
私立義守大學,電機工程學系,生產設備工程師,生產技術／製程工程師,電機工程技術員
私立義守大學,電子學系,半導體設備工程師,門市／店員／專櫃人員,作業員／包裝員
私立義守大學,資訊工程學系,軟體設計工程師,門市／店員／專櫃人員,作業員／包裝員
私立義守大學,通訊學系,作業員／包裝員,門市／店員／專櫃人員,生產設備工程師
私立義守大學,機械與自動化工程學系,作業員／包裝員,機械工程師,生產設備工程師
私立義守大學,土木與生態工程學系,工地監工／主任,工務人員／助理,營造工程師
私立義守大學,化學工程學系,生產技術／製程工程師,作業員／包裝員,實驗化驗人員
私立義守大學,材料科學學系,生產技術／製程工程師,作業員／包裝員,材料研發人員
私立義守大學,生物醫學工程學系,門市／店員／專櫃人員,國內業務人員,其他醫療從業人員
私立義守大學,學士後中醫學系,藥師,中醫師,NULL
私立義守大學,健康管理學系,門市／店員／專櫃人員,醫院行政管理人員,行政人員
私立義守大學,物理治療系,物理治療師,復建技術師,門市／店員／專櫃人員
私立義守大學,職能治療學系,職能治療師,研究助理,門市／店員／專櫃人員
私立義守大學,營養學系,營養師,門市／店員／專櫃人員,餐飲服務生
私立義守大學,護理學系,護理師及護士,門市／店員／專櫃人員,其他醫療從業人員
私立義守大學,長期照護系,門市／店員／專櫃人員,飯店工作人員,照顧服務員
私立義守大學,醫學影像暨放射科學學系,醫事放射師,門市／店員／專櫃人員,行政人員
私立義守大學,餐旅行銷管理學系,餐飲服務生,門市／店員／專櫃人員,飯店工作人員
私立義守大學,廚藝系,餐廚助手,西餐廚師,餐飲服務生
私立義守大學,觀光與休閒管理學系,飯店工作人員,門市／店員／專櫃人員,餐飲服務生
私立義守大學,觀光餐旅系,飯店工作人員,餐飲服務生,門市／店員／專櫃人員
私立義守大學,休閒管理學系,門市／店員／專櫃人員,餐飲服務生,國內業務人員
私立義守大學,娛樂事業管理學系,門市／店員／專櫃人員,飯店工作人員,行政人員
私立高雄醫學大學,心理學系,研究助理,行政人員,社工人員
私立高雄醫學大學,醫務管理暨醫療資訊學系,醫院行政管理人員,行政人員,行銷企劃人員
私立高雄醫學大學,生物科技學系,研究助理,國內業務人員,生物科技研發人員
私立高雄醫學大學,生物醫學暨環境生物學系,研究助理,門市／店員／專櫃人員,國內業務人員
私立高雄醫學大學,醫學系,醫師,麻醉醫師,門市／店員／專櫃人員
私立高雄醫學大學,傳統中國醫學研究所,醫師,藥師,NULL
私立高雄醫學大學,公共衛生學系,研究助理,醫院行政管理人員,門市／店員／專櫃人員
私立高雄醫學大學,藥學系,藥師,醫藥業務代表,其他醫療從業人員
私立高雄醫學大學,醫藥化學系,品管／品保工程師,品管／檢驗人員,實驗化驗人員
私立高雄醫學大學,香粧品學系,國內業務人員,行銷企劃人員,生物科技研發人員
私立高雄醫學大學,物理治療系,物理治療師,呼吸治療師,其他醫療從業人員
私立高雄醫學大學,職能治療學系,職能治療師,研究助理,治療師
私立高雄醫學大學,運動醫學系,運動教練,研究助理,行政人員
私立高雄醫學大學,護理學系,護理師及護士,其他醫療從業人員,行政助理
私立高雄醫學大學,呼吸治療學系,呼吸治療師,護理師及護士,門市／店員／專櫃人員
私立高雄醫學大學,醫學檢驗生物技術學系,醫事檢驗師,醫事放射師,研究助理
私立高雄醫學大學,醫學影像暨放射科學學系,醫事放射師,研究助理,行政助理
私立高雄醫學大學,牙醫學系,牙醫師,牙醫助理,社工人員
私立高雄醫學大學,口腔衛生學系,牙醫助理,其他醫療人員,護理師及護士
私立高雄醫學大學,醫學社會與社會工作學系,社工人員,門市／店員／專櫃人員,行政人員
文藻外語大學,外語教學系,語文補習班老師,門市／店員／專櫃人員,行政人員
文藻外語大學,華語學系,門市／店員／專櫃人員,行政人員,語文補習班老師
文藻外語大學,英國語文學系,國外業務人員,行政人員,門市／店員／專櫃人員
文藻外語大學,法國語文學系,門市／店員／專櫃人員,行政人員,飯店工作人員
文藻外語大學,德國語文學系,門市／店員／專櫃人員,業務助理,國外業務人員
文藻外語大學,西班牙語文學系,國外業務人員,業務助理,門市／店員／專櫃人員
文藻外語大學,日本語文學系,門市／店員／專櫃人員,飯店工作人員,行政人員
文藻外語大學,翻譯學系,國外業務人員,業務助理,行政人員
文藻外語大學,國際暨大陸事務系,業務助理,行政人員,門市／店員／專櫃人員
文藻外語大學,傳播藝術系,門市／店員／專櫃人員,行政人員,行銷企劃人員
文藻外語大學,國際企業學系,門市／店員／專櫃人員,行政人員,業務助理
文藻外語大學,數位內容應用與管理系,門市／店員／專櫃人員,行政人員,行銷企劃人員
東方設計大學,攝影學位學程,攝影助理,融資／信用業務人員,專案管理主管
東方設計大學,美術工藝系,平面設計／美編人員,門市／店員／專櫃人員,作業員／包裝員
東方設計大學,影視藝術系,門市／店員／專櫃人員,影片製作技術人員,餐飲服務生
東方設計大學,表演藝術系,門市／店員／專櫃人員,餐飲服務生,作業員／包裝員
東方設計大學,應用外語系,門市／店員／專櫃人員,作業員／包裝員,餐飲服務生
東方設計大學,遊戲與動畫設計學位學程,門市／店員／專櫃人員,作業員／包裝員,國內業務人員
東方設計大學,數位內容與動畫設計學系,作業員／包裝員,門市／店員／專櫃人員,設計助理
東方設計大學,流行商品設計系,門市／店員／專櫃人員,平面設計／美編人員,作業員／包裝員
東方設計大學,室內設計學系,室內設計／裝潢人員,設計助理,建築設計／繪圖人員
東方設計大學,設計行銷系,門市／店員／專櫃人員,國內業務人員,餐飲服務生
東方設計大學,電機工程學系,作業員／包裝員,門市／店員／專櫃人員,其他機械操作員
東方設計大學,電子與資訊系,作業員／包裝員,其他機械操作員,電腦組裝／測試
東方設計大學,化工與材料工程學系,作業員／包裝員,環境工程人員 / 工程師,生產技術／製程工程師
東方設計大學,餐飲管理學系,餐飲服務生,餐廚助手,作業員／包裝員
東方設計大學,觀光休閒事業管理學系,門市／店員／專櫃人員,作業員／包裝員,餐飲服務生
東方設計大學,時尚美妝設計系,門市／店員／專櫃人員,餐飲服務生,美容工作者
國立屏東大學,教育學系,國小學校教師,安親班老師,行政助理
國立屏東大學,輔導學系,國小學校教師,行政人員,行政助理
國立屏東大學,體育學系,門市／店員／專櫃人員,運動教練,國小學校教師
國立屏東大學,幼兒教育學系,幼教班老師,安親班老師,門市／店員／專櫃人員
國立屏東大學,特殊教育學系,特殊教育教師,國小學校教師,門市／店員／專櫃人員
國立屏東大學,科普傳播學系,門市／店員／專櫃人員,人力資源人員,其他專案管理師
國立屏東大學,音樂學系,音樂老師,行政人員,國小學校教師
國立屏東大學,視覺藝術學系,平面設計／美編人員,美術設計,門市／店員／專櫃人員
國立屏東大學,國文學系,門市／店員／專櫃人員,行政助理,安親班老師
國立屏東大學,英語學系,語文補習班老師,國小學校教師,門市／店員／專櫃人員
國立屏東大學,應用英語學系,業務助理,語文補習班老師,行政人員
國立屏東大學,應用日語學系,門市／店員／專櫃人員,行政人員,飯店工作人員
國立屏東大學,文化創意產業學系,行政人員,行銷企劃人員,活動企劃人員
國立屏東大學,原住民族健康休閒與文化產業學位學程,調酒師／吧台人員,其他客戶服務人員,門市／店員／專櫃人員
國立屏東大學,社會發展學系,門市／店員／專櫃人員,行政人員,行政助理
國立屏東大學,會計與資訊科技學系,記帳／出納／一般會計,查帳／審計人員,財務會計助理
國立屏東大學,企業管理學系,門市／店員／專櫃人員,行政人員,記帳／出納／一般會計
國立屏東大學,商業自動化與管理系,門市／店員／專櫃人員,行政人員,業務助理
國立屏東大學,國際貿易暨商務學系,行政人員,門市／店員／專櫃人員,業務助理
國立屏東大學,財務金融學系,記帳／出納／一般會計,行政人員,銀行辦事員
國立屏東大學,行銷流通管理系,門市／店員／專櫃人員,行政人員,業務助理
國立屏東大學,不動產經營學系,不動產經紀人,行政人員,行政助理
國立屏東大學,應用化學系,作業員／包裝員,實驗化驗人員,品管／檢驗人員
國立屏東大學,應用物理學系,門市／店員／專櫃人員,光電工程師,半導體製程工程師
國立屏東大學,應用數學系,門市／店員／專櫃人員,數理補習班老師,作業員／包裝員
國立屏東大學,資訊管理學系,行政人員,門市／店員／專櫃人員,軟體設計工程師
國立屏東大學,電腦與智慧型機器人學位學程,門市／店員／專櫃人員,機械設計／繪圖人員,軟體設計工程師
國立屏東大學,資訊工程學系,軟體設計工程師,Internet程式設計師,作業員／包裝員
國立屏東大學,資訊科學學系,軟體設計工程師,門市／店員／專櫃人員,Internet程式設計師
國立屏東大學,電腦通訊學系,門市／店員／專櫃人員,軟體設計工程師,作業員／包裝員
國立屏東大學,先進薄膜製程學位學程,助理工程師,門市／店員／專櫃人員,工程助理
國立屏東大學,休閒事業經營系,門市／店員／專櫃人員,餐飲服務生,飯店工作人員
國立臺東大學,教育學系,國小學校教師,安親班老師,門市／店員／專櫃人員
國立臺東大學,體育學系,運動教練,國小學校教師,門市／店員／專櫃人員
國立臺東大學,幼兒教育學系,幼教班老師,教保員,門市／店員／專櫃人員
國立臺東大學,特殊教育學系,特殊教育教師,國小學校教師,安親班老師
國立臺東大學,數位媒體與文教產業學系,平面設計／美編人員,門市／店員／專櫃人員,行政人員
國立臺東大學,美術產業學系,平面設計／美編人員,門市／店員／專櫃人員,美術設計
國立臺東大學,音樂學系,音樂老師,門市／店員／專櫃人員,電話客服類人員
國立臺東大學,華語學系,行政人員,門市／店員／專櫃人員,安親班老師
國立臺東大學,英美文學系,行政助理,語文補習班老師,飯店工作人員
國立臺東大學,公共與文化事務學系,門市／店員／專櫃人員,中餐廚師,行政助理
國立臺東大學,生命科學系,行政人員,門市／店員／專櫃人員,品管／檢驗人員
國立臺東大學,應用科學系,生產技術／製程工程師,作業員／包裝員,實驗化驗人員
國立臺東大學,應用數學系,門市／店員／專櫃人員,安親班老師,數理補習班老師
國立臺東大學,資訊管理學系,行政人員,門市／店員／專櫃人員,軟體設計工程師
國立臺東大學,資訊工程學系,軟體設計工程師,門市／店員／專櫃人員,餐飲服務生
國立臺東大學,文化資源與休閒產業學系,飯店工作人員,行政人員,餐廚助手
國立臺東大學,身心整合與運動休閒產業學系,門市／店員／專櫃人員,運動教練,國內業務人員
國立東華大學,教育與潛能開發學系,國小學校教師,門市／店員／專櫃人員,安親班老師
國立東華大學,體育與運動科學系,門市／店員／專櫃人員,運動教練,行政人員
國立東華大學,幼兒教育學系,幼教班老師,國小學校教師,行政人員
國立東華大學,特殊教育學系,特殊教育教師,教保員,國小學校教師
國立東華大學,教育行政與管理學系,國小學校教師,行政人員,門市／店員／專櫃人員
國立東華大學,音樂學系,國小學校教師,音樂老師,西點／蛋糕師
國立東華大學,藝術與設計學系,平面設計／美編人員,國小學校教師,門市／店員／專櫃人員
國立東華大學,藝術創意產業學系,門市／店員／專櫃人員,行政人員,平面設計／美編人員
國立東華大學,國文學系,門市／店員／專櫃人員,行政人員,行政助理
國立東華大學,華文文學系,文編／校對／文字工作者,門市／店員／專櫃人員,行政人員
國立東華大學,英美文學系,行政人員,國外業務人員,業務助理
國立東華大學,民族語言與傳播學系,行政人員,門市／店員／專櫃人員,行政助理
國立東華大學,史學系,門市／店員／專櫃人員,行政人員,行政助理
國立東華大學,經濟學系,門市／店員／專櫃人員,銀行辦事員,國內業務人員
國立東華大學,社會學系,門市／店員／專櫃人員,行政人員,社工人員
國立東華大學,民族發展學系,社工人員,行政助理,行政人員
國立東華大學,族群與文化學系,門市／店員／專櫃人員,行政人員,餐飲服務生
國立東華大學,諮商與臨床心理學系,社工人員,行政助理,研究助理
國立東華大學,臺灣文化及語言學系,門市／店員／專櫃人員,行政人員,國內業務人員
國立東華大學,公共行政學系,行政人員,業務助理,國內業務人員
國立東華大學,會計與資訊科技學系,查帳／審計人員,記帳／出納／一般會計,行政人員
國立東華大學,企業管理學系,國內業務人員,行銷企劃人員,業務助理
國立東華大學,國際企業學系,業務助理,行銷企劃人員,國外業務人員
國立東華大學,財務金融學系,銀行辦事員,記帳／出納／一般會計,保險業務／經紀人
國立東華大學,法律學系,行政人員,行政助理,行銷企劃人員
國立東華大學,生命科學系,研究助理,生物科技研發人員,門市／店員／專櫃人員
國立東華大學,化學系,實驗化驗人員,研究助理,門市／店員／專櫃人員
國立東華大學,物理學系,研究助理,補習班導師／管理人員,國內業務人員
國立東華大學,應用數學系,數理補習班老師,補習班導師／管理人員,品管／品保工程師
國立東華大學,資訊管理學系,軟體設計工程師,Internet程式設計師,資訊助理人員
國立東華大學,電機工程學系,半導體設備工程師,硬體研發工程師,助理工程師
國立東華大學,光電工程學系,生產技術／製程工程師,國內業務人員,助理工程師
國立東華大學,資訊工程學系,軟體設計工程師,Internet程式設計師,行政人員
國立東華大學,材料科學學系,生產技術／製程工程師,半導體製程工程師,材料研發人員
國立東華大學,民族社會工作學位學程,社工人員,助教,教保員
國立東華大學,觀光與休閒管理學系,飯店工作人員,門市／店員／專櫃人員,餐飲服務生
國立東華大學,自然資源與環境學系,行政人員,門市／店員／專櫃人員,環境工程人員 / 工程師
私立慈濟大學,兒童發展與家庭教育學系,教保員,幼教班老師,行政人員
私立慈濟大學,英美文學系,門市／店員／專櫃人員,中等學校教師,語文補習班老師
私立慈濟大學,東方語文學系,門市／店員／專櫃人員,飯店工作人員,行政人員
私立慈濟大學,人類發展與心理學系,門市／店員／專櫃人員,行政助理,行政人員
私立慈濟大學,傳播學系,節目製作人員,記者／採編,行政助理
私立慈濟大學,生命科學系,研究助理,生物科技研發人員,行政人員
私立慈濟大學,分子生物暨人類遺傳學系,餐飲服務生,生物科技研發人員,門市／店員／專櫃人員
私立慈濟大學,醫學系,醫師,MIS程式設計師,NULL
私立慈濟大學,公共衛生學系,研究助理,醫院行政管理人員,行政人員
私立慈濟大學,物理治療系,物理治療師,研究助理,門市／店員／專櫃人員
私立慈濟大學,護理學系,護理師及護士,其他醫療人員,門市／店員／專櫃人員
私立慈濟大學,醫學檢驗生物技術學系,醫事檢驗師,研究助理,其他醫療從業人員
私立慈濟大學,醫學資訊學系,軟體設計工程師,Internet程式設計師,行政人員
私立慈濟大學,社會工作學系,社工人員,行政人員,門市／店員／專櫃人員
國立金門大學,華語學系,安親班老師,行政人員,門市／店員／專櫃人員
國立金門大學,應用英語學系,飯店工作人員,國外業務人員,門市／店員／專櫃人員
國立金門大學,國際暨大陸事務系,門市／店員／專櫃人員,行政人員,餐飲服務生
國立金門大學,企業管理學系,門市／店員／專櫃人員,行政人員,行政助理
國立金門大學,海洋與邊境管理學系,行政人員,門市／店員／專櫃人員,行政助理
國立金門大學,電子學系,助理工程師,電子工程師,產品維修人員
國立金門大學,資訊工程學系,門市／店員／專櫃人員,軟體設計工程師,行政助理
國立金門大學,土木與工程管理學系,營造工程師,工務人員／助理,門市／店員／專櫃人員
國立金門大學,工業工程與科技系統工程學系,生管,助理工程師,工業工程師／生產線規劃
國立金門大學,建築學系,建築設計／繪圖人員,室內設計／裝潢人員,工務人員／助理
國立金門大學,都市計畫與景觀學系,景觀設計師,設計助理,國內業務人員
國立金門大學,食品科學系,品管／檢驗人員,門市／店員／專櫃人員,作業員／包裝員
國立金門大學,護理學系,護理師及護士,門市／店員／專櫃人員,補習班導師／管理人員
國立金門大學,長期照護系,照顧服務員,秘書,教保員
國立金門大學,社會工作學系,社工人員,國內業務人員,領班
國立金門大學,觀光與休閒管理學系,飯店工作人員,門市／店員／專櫃人員,餐飲服務生
國立金門大學,運動健康休閒學系,門市／店員／專櫃人員,行政助理,行政人員
國立臺北商業大學,應用外語系,業務助理,行政人員,門市／店員／專櫃人員
國立臺北商業大學,數位媒體設計學系,平面設計／美編人員,行政人員,多媒體動畫設計師
國立臺北商業大學,會計與資訊科技學系,記帳／出納／一般會計,查帳／審計人員,財務會計助理
國立臺北商業大學,企業管理學系,門市／店員／專櫃人員,行政人員,記帳／出納／一般會計
國立臺北商業大學,國際商務學系,業務助理,行政人員,記帳／出納／一般會計
國立臺北商業大學,財務金融學系,記帳／出納／一般會計,銀行辦事員,行政人員
國立臺北商業大學,財政稅務學系,記帳／出納／一般會計,查帳／審計人員,財務會計助理
國立臺北商業大學,商業設計管理系,平面設計／美編人員,門市／店員／專櫃人員,行政人員
國立臺北商業大學,商品創意經營系,NULL,NULL,NULL
國立臺北商業大學,資訊管理學系,行政人員,軟體設計工程師,行政助理
私立東吳大學,音樂學系,中等學校教師,音樂老師,行政人員
私立東吳大學,國文學系,行政人員,門市／店員／專櫃人員,行政助理
私立東吳大學,英文學系,國外業務人員,業務助理,行政人員
私立東吳大學,日本語文學系,業務助理,行政人員,門市／店員／專櫃人員
私立東吳大學,史學系,行政助理,行政人員,門市／店員／專櫃人員
私立東吳大學,哲學系,行政人員,門市／店員／專櫃人員,行銷企劃人員
私立東吳大學,經濟學系,銀行辦事員,國內業務人員,行政人員
私立東吳大學,政治學系,行政人員,國內業務人員,行政助理
私立東吳大學,社會學系,行政人員,門市／店員／專櫃人員,行銷企劃人員
私立東吳大學,心理學系,行政人員,社工人員,門市／店員／專櫃人員
私立東吳大學,德國文化學系,國外業務人員,業務助理,行政人員
私立東吳大學,會計與資訊科技學系,查帳／審計人員,記帳／出納／一般會計,財務會計助理
私立東吳大學,企業管理學系,國內業務人員,業務助理,行銷企劃人員
私立東吳大學,國際經營與貿易學系,國外業務人員,業務助理,國內業務人員
私立東吳大學,巨量資料管理學院學位學程,NULL,NULL,NULL
私立東吳大學,法律學系,法務人員,法務助理,行政人員
私立東吳大學,微生物學系,生物科技研發人員,研究助理,品管／檢驗人員
私立東吳大學,化學系,國內業務人員,品管／檢驗人員,實驗化驗人員
私立東吳大學,物理學系,生產技術／製程工程師,助理工程師,研究助理
私立東吳大學,數學系,數理補習班老師,門市／店員／專櫃人員,補習班導師／管理人員
私立東吳大學,財務工程與精算數學系,銀行辦事員,行政助理,國內業務人員
私立東吳大學,資訊管理學系,軟體設計工程師,Internet程式設計師,行銷企劃人員
私立東吳大學,社會工作學系,社工人員,門市／店員／專櫃人員,行政人員
私立中國文化大學,教育學系,中等學校教師,門市／店員／專櫃人員,行政人員
私立中國文化大學,體育學系,運動教練,國內業務人員,門市／店員／專櫃人員
私立中國文化大學,美術學系,平面設計／美編人員,美術設計,門市／店員／專櫃人員
私立中國文化大學,音樂學系,音樂老師,門市／店員／專櫃人員,行政人員
私立中國文化大學,中國音樂學系,門市／店員／專櫃人員,行政人員,音樂老師
私立中國文化大學,戲劇學系,門市／店員／專櫃人員,行政人員,餐飲服務生
私立中國文化大學,中國戲劇學系,門市／店員／專櫃人員,節目製作人員,行政人員
私立中國文化大學,舞蹈學系,其他才藝類老師,行政人員,門市／店員／專櫃人員
私立中國文化大學,國文學系,門市／店員／專櫃人員,行政人員,文編／校對／文字工作者
私立中國文化大學,英國語文學系,業務助理,語文補習班老師,門市／店員／專櫃人員
私立中國文化大學,法國語文學系,門市／店員／專櫃人員,行政人員,業務助理
私立中國文化大學,德國語文學系,業務助理,門市／店員／專櫃人員,行政人員
私立中國文化大學,日本語文學系,業務助理,門市／店員／專櫃人員,行政人員
私立中國文化大學,俄國語文學系,國外業務人員,門市／店員／專櫃人員,餐飲服務生
私立中國文化大學,韓國語文學系,門市／店員／專櫃人員,其他翻譯／口譯人員,業務助理
私立中國文化大學,史學系,門市／店員／專櫃人員,行政人員,國內業務人員
私立中國文化大學,哲學系,門市／店員／專櫃人員,國內業務人員,餐飲服務生
私立中國文化大學,經濟學系,國內業務人員,門市／店員／專櫃人員,銀行辦事員
私立中國文化大學,政治學系,行政人員,門市／店員／專櫃人員,行政助理
私立中國文化大學,心理輔導學系,社工人員,教保員,門市／店員／專櫃人員
私立中國文化大學,地理學系,門市／店員／專櫃人員,行政人員,餐飲服務生
私立中國文化大學,行政管理學系,行政人員,門市／店員／專櫃人員,行政助理
私立中國文化大學,勞工學系,人力資源人員,人力資源助理,門市／店員／專櫃人員
私立中國文化大學,大眾傳播學系,門市／店員／專櫃人員,行銷企劃人員,節目製作人員
私立中國文化大學,資訊傳播工程學系,平面設計／美編人員,門市／店員／專櫃人員,行銷企劃人員
私立中國文化大學,新聞學系,記者／採編,門市／店員／專櫃人員,行銷企劃人員
私立中國文化大學,廣告學系,行銷企劃人員,平面設計／美編人員,門市／店員／專櫃人員
私立中國文化大學,全球商務學位學程,國內業務人員,業務助理,秘書
私立中國文化大學,會計與資訊科技學系,查帳／審計人員,記帳／出納／一般會計,財務會計助理
私立中國文化大學,國際企業學系,行政人員,業務助理,國內業務人員
私立中國文化大學,國際貿易暨商務學系,業務助理,國內業務人員,行政人員
私立中國文化大學,財務金融學系,銀行辦事員,行政人員,記帳／出納／一般會計
私立中國文化大學,法律學系,法務人員,法務助理,行政人員
私立中國文化大學,生命科學系,門市／店員／專櫃人員,研究助理,行政助理
私立中國文化大學,化學系,品管／檢驗人員,門市／店員／專櫃人員,國內業務人員
私立中國文化大學,地質學系,門市／店員／專櫃人員,國內業務人員,餐飲服務生
私立中國文化大學,大氣科學系,門市／店員／專櫃人員,國內業務人員,行政人員
私立中國文化大學,應用數學系,補習班導師／管理人員,行政人員,保險業務／經紀人
私立中國文化大學,資訊管理學系,軟體設計工程師,門市／店員／專櫃人員,行政人員
私立中國文化大學,電機工程學系,軟體設計工程師,助理工程師,電子工程師
私立中國文化大學,資訊工程學系,軟體設計工程師,Internet程式設計師,系統維護／操作人員
私立中國文化大學,光電物理研究所,補習班導師／管理人員,門市／店員／專櫃人員,國內業務人員
私立中國文化大學,機械工程學系,機構工程師,機械設計／繪圖人員,助理工程師
私立中國文化大學,化工與材料工程學系,生產技術／製程工程師,實驗化驗人員,國內業務人員
私立中國文化大學,紡織工程學系,業務助理,品管／檢驗人員,國內業務人員
私立中國文化大學,建築及都市設計系,建築設計／繪圖人員,門市／店員／專櫃人員,行政人員
私立中國文化大學,景觀學系,景觀設計師,室內設計／裝潢人員,設計助理
私立中國文化大學,市政暨環境規劃學系,都市／交通規劃人員,行政人員,門市／店員／專櫃人員
私立中國文化大學,動物科學學系,一般動物飼育工作者,門市／店員／專櫃人員,診所助理
私立中國文化大學,園藝暨生物技術學系,花藝／園藝人員,農藝作物栽培工作者,行政人員
私立中國文化大學,土地資源學系,人力資源人員,行政人員,門市／店員／專櫃人員
私立中國文化大學,森林暨自然保育學系,行政人員,門市／店員／專櫃人員,行政助理
私立中國文化大學,保健營養學系,門市／店員／專櫃人員,營養師,研究助理
私立中國文化大學,社會福利學系,社工人員,門市／店員／專櫃人員,行政人員
私立中國文化大學,觀光事業學系,OP／旅行社人員,飯店工作人員,門市／店員／專櫃人員
私立中國文化大學,技擊運動暨國術學系,門市／店員／專櫃人員,運動教練,志願役軍官／士官／士兵
私立中國文化大學,運動健康系,運動教練,門市／店員／專櫃人員,國內業務人員
私立中國文化大學,生活科學學系,門市／店員／專櫃人員,餐飲服務生,行政人員
